country_code,year,q05f,q10f,q50f,q90f,q95f,q05m,q10m,q50m,q90m,q95m,q05t,q10t,q50t,q90t,q95t
8,2028,1242823.92079508,1283692.45434161,1382875.31371256,1478565.23013908,1504950.08264536,1265756.44037074,1308956.08171423,1419421.29084648,1521508.65323947,1548064.71429807,2510233.93182318,2590370.51627916,2803832.9442404,2999499.28629172,3053854.56635229
12,2028,24036593.8207514,24233816.8600185,24775925.5247101,25268377.49502,25402901.8180187,24530739.5826961,24709697.6453823,25282484.4557322,25797352.5307072,25923098.7063894,48562235.4034604,48940746.3593717,50051240.552322,51061924.6570864,51318393.1057658
24,2028,22160964.9469352,22353695.2569066,22907721.5233429,23479113.9269648,23642718.2434415,21628672.0716175,21809309.5710702,22410209.3868672,22993596.3498133,23178507.5622093,43788349.6988695,44173803.6666851,45321656.0619205,46474250.2122868,46818805.5488229
28,2028,47484.0553306046,48827.016540012,53805.4360886184,59471.1914126279,61468.5862901887,44616.2746227377,46025.3404932036,51078.7986012697,56668.5941974939,58736.2658789982,92167.2064684479,94905.6495869871,104857.691169553,116206.25022152,120210.164140541
31,2028,5175625.18903367,5232031.87911399,5376845.13290351,5511633.87425999,5558637.57112322,5153954.62136783,5212307.50180045,5373796.15342814,5515740.74449366,5559170.60526566,10334698.6641075,10445678.7190498,10748783.59847,11026745.7100227,11111693.4251746
32,2028,24334476.1163687,24490389.9563034,25054287.7603799,25543930.1829099,25681265.0906788,23237863.0667308,23406067.8237023,24001013.4479958,24479547.3575418,24631698.8647623,47563241.0114556,47888203.1073032,49063788.5873301,50020332.28455,50307191.0250654
36,2028,13621190.4034138,13807331.5160162,14343950.4997026,14924773.4400192,15138060.0678118,13547633.7145318,13743894.7987103,14309505.4242646,14928071.30307,15151339.0649999,27163312.0221413,27558110.6761017,28668420.069953,29851914.8127211,30311284.8857306
40,2028,4534542.28526469,4596795.0463983,4800621.41990816,5005351.83609885,5081088.61105112,4436053.73908088,4507708.74786658,4721161.96608091,4942272.70760827,5007163.13523032,8962807.50542331,9108303.62051328,9521396.32116925,9948010.46195458,10084827.3739177
44,2028,197978.906073849,204567.271346923,221837.123115672,236791.110835785,242096.423207414,187147.777964281,193629.517207275,210689.043866942,225856.531028069,231411.699819576,385358.899252428,398171.503009589,432671.823050751,462791.00108503,473474.458967913
48,2028,750419.740037887,777888.245511119,871520.126058957,1003486.97314101,1052521.82641144,1120531.86611848,1166589.51059079,1304353.47785259,1457642.3447064,1511877.32308827,1859509.19193327,1946288.43359015,2175505.18871052,2457903.20389874,2562702.38534471
50,2028,85955265.5005009,86537534.0209944,88430005.342585,90456688.5201513,91166979.3782182,87504929.2594716,88009954.7288409,90094066.9180568,92237518.9330789,93068320.9574705,173564987.27298,174533196.352005,178537376.15762,182680767.080206,184204323.493324
51,2028,1446490.55052822,1491915.54093794,1599925.40355828,1679981.78464848,1703159.59204077,1281031.65417826,1328629.18431382,1440405.41037565,1520725.76468031,1545538.23679342,2730350.28675546,2818869.19686476,3039180.24176853,3202527.61932326,3247119.78296155
52,2028,142932.361461629,145439.870969371,152879.50564463,162842.928958042,165617.890157086,135540.20327314,138035.45221773,145625.724283288,155828.89559068,158671.257787435,278648.254865725,283528.344515822,298543.909028165,318772.722472357,324157.644113607
56,2028,5976372.21282431,6034401.42932804,6212281.23787758,6393602.36461593,6446106.53528853,5912650.54906317,5974720.60491462,6151709.02682041,6350941.19682141,6403978.93529148,11893416.571663,12010434.9587505,12366861.4484056,12752426.680382,12849107.8311597
64,2028,362259.720164723,372584.353974481,398335.072621411,420710.407070449,428015.954293357,403089.800074465,414838.243582384,442637.617035249,466479.303991008,473512.976442777,765248.695285529,787220.003618627,841154.160784621,886915.938182642,901861.338132181
68,2028,6331938.09437961,6379631.04714069,6555524.87719133,6705513.81302444,6752650.80784134,6338530.65280902,6387397.21831693,6565198.19390286,6723490.48461842,6775054.13942181,12672540.8421826,12768529.511176,13117949.5348368,13430300.4647055,13525972.3573744
70,2028,1379742.12612494,1413422.01548533,1540009.12419468,1640741.80698952,1668768.46972107,1308646.89703857,1341483.46570612,1472241.25551206,1578349.1858804,1605550.11576245,2685327.40874056,2754754.57419233,3013087.25982311,3220402.54315968,3273345.83190801
72,2028,1329118.34787347,1354567.17175598,1424369.93256338,1481349.04861933,1500482.50188892,1256005.46133008,1279455.35717886,1348239.2351649,1403548.10495043,1423231.31430881,2585196.66220251,2633215.72643723,2772930.56775884,2884404.15325209,2922412.4995536
76,2028,111725853.498298,112103383.835379,113867155.372627,115687759.507113,116160607.887178,107080459.443837,107454685.24254,109243864.803595,111278139.784382,111742848.192647,218785744.331198,219503102.099489,223147900.837634,226958292.843862,227772065.620122
84,2028,210242.956068776,217795.294419939,235804.707870979,251650.904842347,258428.947048099,205995.299604228,213484.16091985,231342.102590737,247331.16407701,254056.445949223,416230.256259039,431145.336597954,467198.796055991,498880.166166293,512474.71564886
90,2028,404295.285156108,409378.458490689,422280.211282061,434086.51844724,437219.71318666,417452.926214721,422470.179671806,436139.60690567,448143.606650407,451976.271277185,822002.653432401,831630.585225039,858393.061955447,882179.51211181,889020.202945327
96,2028,220917.992441381,225708.216841487,244486.778128871,268323.961929694,279271.297885033,234659.834172023,240025.493183019,259989.784429537,284005.983486571,296394.436966196,455632.119053531,466071.269332635,504611.637581759,552588.759771473,575235.580669026
100,2028,2989813.1741053,3076664.15042283,3257294.10963788,3410461.69214664,3467036.01963925,2801956.98153544,2881871.99142991,3074815.22392764,3231831.62483305,3285540.40552032,5783754.78091684,5963038.3946215,6332416.35292977,6641622.47458499,6751459.58214561
104,2028,27409130.3671748,27970736.3813195,29243642.015847,30140816.1387714,30347306.4302763,25398821.4483318,25930721.907117,27205183.1957249,28131458.6353891,28349168.3097441,52817054.5185673,53904046.8911884,56451600.7265653,58287606.6551454,58693602.3558702
108,2028,7467757.18591312,7585172.00022858,7872959.81637925,8168400.7092647,8258195.51108697,7376511.00451661,7492271.41045847,7788475.53937606,8087291.60924497,8169185.84918462,14845168.3945118,15084396.5721418,15660941.7022827,16258048.4432631,16431190.0472945
112,2028,4778206.2190543,4848110.6142167,5011699.84563237,5186531.41327025,5247147.84878823,4183057.77411582,4256326.85011752,4422344.33565692,4595551.86743463,4661504.66524157,8974427.30597932,9099853.39323424,9433159.58716948,9774932.85457602,9906173.48830441
116,2028,9004411.12765269,9176816.40559524,9620043.51169277,9973824.38108826,10113848.4858114,8667530.33008414,8844003.85721141,9290838.10502132,9659896.34876018,9800989.68871223,17664330.8758761,18021766.2643427,18911779.3497516,19630727.0919771,19920072.630984
120,2028,16128061.3023611,16300881.612579,16767069.1045509,17236493.9463474,17344262.423797,16147616.5770463,16326907.2325954,16803275.7417553,17282166.4497942,17382545.3732475,32257316.263791,32628732.8354388,33564907.1446759,34515484.4698388,34726454.6804978
124,2028,20229787.761757,20400151.7793679,21051563.0590429,21767017.7690443,22015849.3716491,20050196.5401945,20259676.3210244,20941938.008635,21702941.3257342,21964389.6554628,40305743.4581405,40657474.9179603,41990821.5031353,43455715.7458693,43956016.5943926
132,2028,284411.886863073,291621.470226021,307783.141874401,321408.48294524,325995.992619455,284892.699726295,292276.019140419,308723.478641434,322776.478692526,327099.001381446,569178.17426586,583915.774215199,616543.956462215,644081.0090106,652996.802821868
140,2028,2436925.62268519,2495486.318226,2786877.23216892,3024791.32809911,3083101.59684744,2393893.13858274,2453249.94558626,2739668.95004824,2979997.2389051,3035406.69473406,4837979.28169453,4951138.46857078,5527675.99195867,6000371.60117114,6121206.86872095
144,2028,10761888.9093665,10913741.992365,11339853.3853206,11683395.134315,11764948.1512329,9901271.32119684,10056741.2353147,10468075.9103712,10816504.3277579,10905633.4851579,20668566.6423555,20969038.7027955,21804980.7612239,22508078.286765,22680560.1088371
148,2028,10442166.2469592,10607144.4639086,11074325.5143593,11561895.9891994,11807708.2504456,10444417.9219062,10595740.1836561,11063601.0841274,11551099.9844276,11797881.8029554,20886528.5504592,21191424.2698619,22145298.6411768,23108048.2520281,23591047.4306125
152,2028,9555303.09659765,9665935.82588204,10050445.7529408,10340726.3584453,10425018.9800608,9306867.51371331,9425777.38603805,9808713.28406815,10116728.7961891,10192325.9349725,18876202.4139513,19096911.6555196,19862452.5814191,20460291.1004627,20613513.7221821
156,2028,707938015.165139,709790286.444168,717657502.783978,723929035.838859,725645046.362413,737103087.630595,740001834.74927,749207758.543452,758058765.355588,761029787.328209,1446027933.0448,1449220224.90375,1466852681.21148,1481696911.68626,1486591808.50619
170,2028,26593507.3336719,26882401.4754442,27770588.2412517,28686007.9277003,28945924.8075843,25593309.6746441,25909285.6445596,26822369.5083847,27768444.2789311,27995851.2799575,52178696.4916309,52783794.6962932,54607071.3500913,56438581.2214965,56968992.1604131
174,2028,504595.280509718,508718.414316688,526308.806576347,544830.394106318,550681.656684842,511792.198752728,516285.91842373,534107.890434623,553730.374511616,559307.490596478,1016399.61340047,1024764.86118436,1060384.94907016,1098754.19591225,1110343.97308985
175,2028,152170.684407386,157305.3725846,172852.555465952,186019.728607429,189676.082511483,147789.800094464,153129.494022064,168502.29489424,181711.948898317,185474.812420704,299822.368144938,310647.601387798,341383.979697689,367760.073112312,375354.131735581
178,2028,3358002.15558829,3423871.61871421,3592940.90310119,3756362.92047078,3816691.7107814,3352900.21612391,3425527.81514312,3594488.04595762,3755205.89828619,3822600.8932796,6715328.57069112,6852368.92703736,7186319.26690494,7512114.3850982,7645759.13613497
180,2028,57197031.6930611,58022648.6692067,60046150.8796588,61392653.1058512,61726478.2488601,56979560.7499505,57870636.2139325,59973307.4391224,61403356.904606,61684637.1346265,114171062.721362,115893228.335585,120007575.912865,122773814.088925,123400091.330701
188,2028,2600212.95506146,2633704.23195877,2741496.57498318,2834957.78585589,2872127.4676573,2578296.54868825,2612186.68775899,2723673.7341319,2822416.55069624,2857961.03042042,5175554.83161073,5244847.99881345,5466242.56975913,5657967.5746442,5730773.19156623
191,2028,1829108.70709732,1861077.03719069,1982261.45291639,2092337.2490363,2125098.77100839,1707778.28224792,1741493.69497615,1868997.27870704,1986212.96804574,2014853.07497183,3534917.65327692,3602757.320698,3850512.15680254,4079785.7738102,4132427.56338837
192,2028,5346334.41804866,5417851.24386327,5619756.79458023,5792347.70318181,5866850.32371412,5231222.55016078,5305559.45829739,5521838.29596892,5707335.48335281,5778746.49409415,10576899.491898,10725829.0495316,11137616.1336379,11499858.6563005,11646665.9127444
196,2028,631630.71550161,642414.932484898,679161.564508978,718184.138150264,732419.48112894,630693.805992134,642211.265086622,681016.12837665,721041.327612835,735812.522110069,1262305.58519556,1284651.26509073,1359838.35209723,1439612.62552505,1468908.62825369
203,2028,5183119.02177061,5249497.68058326,5429116.04778047,5589704.80045297,5631609.98875364,5051483.20748293,5117356.43489767,5306696.52106936,5474259.57926823,5534667.72365084,10237863.7989516,10368955.7595609,10737337.9465311,11061073.3426207,11164272.7235931
204,2028,7441385.34373394,7531078.19159851,7819138.53640783,8075754.00487112,8165139.37951102,7454605.54199787,7548122.68221904,7842104.03640816,8096095.11275117,8186561.25961513,14887623.7682641,15078382.592404,15664285.9875319,16169848.9575421,16361808.8519341
208,2028,2938213.26253275,2974171.44794805,3055535.24397191,3126886.34949864,3152044.6682598,2914545.8799541,2945449.17776789,3031483.12808186,3107598.86437154,3134529.55545204,5855313.88995632,5919596.06219916,6087940.42344906,6232005.25460808,6283527.15596605
214,2028,5646413.01901358,5739423.4864025,5979239.41558642,6180079.65141788,6241262.86417421,5584778.40071273,5670805.35133932,5922440.5181263,6126611.36358765,6192728.33738336,11237536.1824439,11413355.7893952,11901848.9661174,12308393.772767,12436160.8667357
218,2028,9448435.23470677,9575873.91981887,9930347.60462403,10240584.9748102,10327215.4829938,9409167.51942604,9544550.33265868,9897427.30977039,10223725.0637475,10309431.1917963,18864927.4704503,19114825.2176837,19830320.3514251,20470605.8962034,20635637.2826455
222,2028,3336323.69636158,3388563.8540286,3526482.11072394,3663930.51900835,3706405.3023391,2937268.48035607,2981699.66077052,3116307.86096266,3253859.9812279,3300865.04499028,6276859.20498115,6368175.20056132,6641467.53869859,6917166.88444686,7001122.38831017
226,2028,837980.108568826,849397.652091013,894741.83514744,948676.70984865,976917.25914161,983289.46454825,995564.419198651,1041325.43532542,1098826.18825106,1126172.31426205,1821277.90753981,1845123.40867486,1936247.94160693,2047370.39074386,2100921.72890604
231,2028,71090316.3036912,71526353.5705311,73356616.2182273,75365497.5762114,75990074.5112964,71183705.5419596,71561195.1895921,73488493.7044324,75557661.6281755,76270500.436578,142258054.250895,143098390.212194,146791603.807238,150988361.570721,152309671.846471
232,2028,1724599.19153776,1783587.07401247,2010846.86893544,2209674.54415785,2277326.46584007,1730809.80146478,1793678.29544992,2025522.3198075,2228721.65472842,2297597.24247876,3456436.43296827,3576940.51159872,4037757.51051576,4436532.60118828,4572473.79340701
233,2028,630778.018844721,642347.706089638,683270.624123924,715872.104440432,728366.898347785,572771.532688723,586661.531038778,629918.744768659,663467.228380008,674283.595420477,1205198.27697289,1228446.34352611,1313439.46508883,1378539.06651382,1400811.04859455
242,2028,400725.901168293,415883.554829084,458841.788336118,487767.792990216,493627.829226396,406570.166777691,422775.497759799,466917.817059729,497096.557323949,503119.215745968,807202.441259633,837917.659244601,925961.965099609,985015.960970514,996736.287051614
246,2028,2739435.2487153,2759492.73099754,2830666.48587559,2891173.21733097,2911419.11941478,2663558.08488005,2682590.41823257,2756339.58904184,2822922.24720636,2846669.52644533,5405436.6159542,5444191.2417346,5588363.73806536,5712414.90291243,5757628.26159956
250,2028,34232828.6639457,34468199.5495525,35052550.6982778,35717439.2114119,35924602.6396328,32311662.5728533,32535351.1071276,33183299.5592483,33875027.3136181,34117325.0006893,66540086.2591241,67002359.5400097,68222255.3780965,69593065.2012007,70036072.9658556
254,2028,173660.788890206,178100.966903846,191645.037752341,203945.436360011,207260.933542372,171063.56050356,175247.265506661,188731.99249102,201412.61007969,204527.540870449,345011.946381173,353295.688543075,380259.515386756,405369.045643055,411772.092212719
258,2028,132935.353331264,136635.858530796,145495.923834829,151416.945205926,153245.880088425,134819.063535856,138531.779982153,147514.323179501,153708.533516693,155587.538292672,267754.41686712,275251.724422009,293021.481273637,305145.667209394,308793.556529553
262,2028,501967.936865814,512024.181794717,541011.152338596,579969.279048334,595160.246234859,539547.742939822,551236.529738775,582682.4212329,622077.13277143,636376.140122486,1042594.78061629,1063255.81933109,1123934.31343021,1202545.1175015,1231076.98412216
266,2028,1307597.890225,1337419.1111207,1422786.07064765,1512285.70654274,1541573.61716989,1343407.36658431,1371553.74633562,1457974.97012624,1548306.20425925,1583186.48826024,2651047.9634539,2707906.8539943,2880065.41997279,3060156.73336092,3123404.178764
268,2028,1857309.48321631,1913998.88897875,2029793.19344041,2109090.53759052,2133896.02656063,1670429.24119068,1729088.94545753,1851719.06807596,1933636.9762541,1958838.35596543,3527987.84515312,3642502.45779577,3881739.15468568,4042787.92790866,4092379.67985469
270,2028,1456640.5251882,1480789.13315842,1548699.64449717,1613228.26068541,1631883.63139933,1440338.59419548,1461405.86459286,1530418.56877459,1595907.9950455,1615136.9754702,2895915.38205775,2942205.66862319,3079155.41934582,3208254.08006535,3248448.66561557
275,2028,2833758.651773,2925055.00499279,3222167.40651799,3521773.97592964,3597434.16114989,2981961.09573743,3079958.29409681,3388697.20759846,3695737.42620013,3793385.03125275,5824750.68240457,6002511.22684115,6615299.96516553,7223114.2221686,7383884.443656
276,2028,39819998.4842387,40779886.6854068,42913277.6061225,44579980.0171927,44999290.1686231,38961040.8551169,39969923.0848616,42291573.7001168,44012633.2139345,44504436.4444915,78782554.730728,80752159.0435969,85191025.4996243,88609005.0187721,89590248.8907699
288,2028,17962260.5805799,18132858.2018898,18625948.0324666,19171220.3002391,19299572.9361874,18459027.8377532,18615536.2400669,19135891.8288293,19712105.1061974,19837463.220741,36430568.9564305,36760683.6109697,37755283.7235692,38882650.7861314,39137792.8703325
296,2028,57642.9630671962,60887.9287292019,67831.0101280289,71198.3136281629,71935.8178454044,55385.5802036391,58526.1188490219,65664.4747371878,69094.3283396622,69937.237174248,112988.678230403,119447.034531142,133510.865791968,140291.03599037,141900.929268385
300,2028,4622130.82307642,4723243.97713208,5074232.41811235,5361567.52797444,5439917.60180572,4433693.35974648,4546496.67926071,4909917.43954017,5202688.79336576,5295159.09532666,9059720.34738829,9274609.55505852,9982933.29868709,10553946.5427726,10734921.2174574
308,2028,55231.8798639509,56359.4046471782,60003.4945911082,64396.1138406217,65943.6488094611,55383.7921407052,56538.6298402818,60309.0077502081,64895.1119382044,66372.1681194728,110545.672846224,112953.496043545,120325.155123233,129265.021427595,132293.230419505
312,2028,191204.152763698,198083.553616489,216484.506159613,228363.032512956,231509.4415449,162284.9781387,167648.751953114,185812.34719964,197106.066268916,200700.797983933,353255.664508332,365934.069566302,402180.66074296,425456.129273382,432665.563870925
316,2028,81678.6243545806,83807.5815527615,93694.0999717669,104089.11537665,107702.95260461,82296.2330407782,84243.8219387018,94725.761523996,105723.226977347,109551.516221745,163805.07883104,168236.51027693,188336.8972366,209719.265584691,217253.329434409
320,2028,10258282.1887068,10358663.6677318,10647391.8201504,10985318.8817758,11062831.7456456,9986763.96252804,10092038.0383958,10389687.0652537,10748036.1794112,10835024.1603205,20249003.8011034,20449317.9295865,21035862.3856344,21736811.6611653,21902783.0082947
324,2028,8316768.54703873,8410509.2178386,8647080.0746216,8868419.25529665,8936512.69250645,7981421.23883721,8091774.53429103,8331552.49192394,8558100.9016862,8630354.94402435,16294187.476252,16508510.9078618,16976456.1567672,17427566.0919077,17562662.9197239
328,2028,351398.299203693,361933.388216554,399874.334847246,440943.151192344,456639.284409995,348848.796237755,360077.077627091,398759.215765411,440828.17233054,456211.030090688,700257.261980801,721609.361719871,798751.382429114,881711.15923331,912710.270011894
332,2028,6080230.74036124,6151765.04732043,6336950.13976023,6526971.32378336,6593447.31195373,5936029.59658578,6006733.22589553,6198331.61453739,6401466.11293353,6457945.77341626,12021650.587703,12148490.8738249,12535825.2674637,12932546.6115173,13048126.0303639
340,2028,5396205.9072108,5464693.77279055,5658130.67593203,5831149.37342735,5868876.18553207,5391557.42993874,5455281.17945152,5659189.01500329,5835903.6018013,5871852.89913761,10788837.8508442,10920393.1856034,11316900.6880146,11668015.1884614,11738835.7234961
344,2028,3964144.1416564,4066981.36101215,4466062.48100926,5088499.8258698,5350887.69390346,3426152.01089809,3527642.74862858,3950057.25837847,4619958.30669548,4897884.65511728,7395919.33253142,7607230.43818631,8407314.99797209,9713996.92364633,10270482.3176587
348,2028,4626380.24818344,4693447.56581219,4875580.35723413,5024231.80129616,5078012.5541166,4229263.01520422,4287497.77819695,4472607.12527869,4624084.64902002,4676740.06622067,8857364.48822609,8982983.4997927,9348428.89318779,9636683.32255759,9742341.04352484
352,2028,151213.78008687,154265.917615238,171253.136381953,184028.61120951,187032.639496253,152252.508639784,155296.555862644,173022.740995007,186324.140376834,189282.427311568,303370.651219485,309637.205625442,344276.124182267,370416.197352436,376043.757445365
356,2028,701959315.68859,707157075.950975,721909485.066541,735402826.200217,738848921.971182,756695438.367792,762664720.459916,778816797.880875,793958634.086493,797467369.441756,1459100074.38332,1469797527.38539,1501013427.83757,1529331136.03048,1536124670.10311
360,2028,145008492.561907,145968426.375456,149013379.836399,151501095.575053,151968073.105232,145748816.158055,146780670.102017,150368024.551918,153040015.177694,153528567.730631,290865972.806567,292863907.451761,299389782.232128,304509061.094528,305550393.428109
364,2028,44601732.1621252,44988892.5662625,46036503.4436755,47074244.397161,47403203.3840839,45204167.5245291,45625864.1887403,46719000.4349571,47801768.4287657,48167611.3170212,89814210.2040802,90636489.1307947,92768303.2322888,94898934.4366897,95596465.2773501
368,2028,23432498.3149053,23756579.6642958,24659320.6946925,25378462.4336977,25593627.8285437,24022562.0202689,24387570.0108634,25313255.9750077,26086819.1240779,26308395.4821573,47439591.7279246,48145417.911217,49974117.0609913,51444674.3738831,51887981.5612127
372,2028,2522462.02647615,2598199.0708018,2771653.09149972,2935759.96620568,3000585.34101104,2502226.61975022,2572141.96468253,2750204.49621269,2920339.17804059,2985350.79843942,5024730.8061679,5170662.49304932,5521886.61016161,5855257.02769487,5984994.42179286
376,2028,4972718.21863957,5052757.70943109,5300559.89771417,5527073.30563644,5574743.14821226,4981256.55893166,5070217.43867769,5323277.7933571,5558482.18191425,5615133.97915837,9952954.16499011,10125237.590408,10623392.4249827,11088801.8288782,11187641.5337943
380,2028,28896145.8611479,29393732.3147282,30742949.4860822,31616310.9057064,31887287.9631472,27600925.2719561,28157874.8786095,29558609.747217,30434920.666013,30661489.1661589,56415835.0074538,57557370.2151367,60289691.7684963,62054883.9052399,62499682.7427017
384,2028,15760993.064387,15999363.928873,16745102.0020987,17344451.2792994,17466255.365851,15899734.9280785,16143617.0226103,16884533.3190609,17492508.4063945,17635803.6816871,31673166.1141475,32116443.5326929,33630524.9353249,34839954.2099445,35081564.6514995
388,2028,1461912.39584974,1483101.22141786,1552355.35171684,1631507.42854638,1657583.60435346,1432574.58353547,1455048.53135604,1527451.21163703,1609123.3635168,1635811.29712869,2894080.69335937,2939798.4684824,3080156.3834211,3240419.67105484,3292826.6335394
392,2028,61153064.725435,61374437.9682392,62155338.5723131,62896745.9777403,63184563.0429671,58048418.1052082,58233122.410874,59038756.476088,59908421.2144877,60129246.0252801,119207950.709962,119618117.360275,121203611.529593,122763869.085147,123297140.401612
398,2028,9315050.10102941,9622280.36412595,10331254.2320993,10968530.6790217,11154263.7315625,8744202.11792293,9036595.51560739,9771519.38658509,10427153.078106,10623050.217816,18058958.1735254,18648926.1240495,20102018.3414422,21392805.4273346,21765313.6268996
400,2028,5670278.72370908,5864491.35409964,6395866.942136,6934452.15659291,7076963.24139657,5889222.14509331,6082174.70717331,6640974.82422534,7205143.06240541,7362798.16209806,11555642.0662417,11948843.7724216,13041450.8854681,14142628.359763,14446663.7895408
404,2028,32129819.5051273,32572558.3474701,33536210.4979232,34592905.4811216,34839750.7727043,31713451.3411027,32098653.2660769,33101979.7961436,34154616.9074636,34451074.6164493,63825511.9409449,64676598.5489189,66638769.4304649,68747559.1415538,69273312.436181
408,2028,13261630.7065828,13326987.4166116,13552089.3999457,13745716.1521686,13793468.8190459,12693989.7332296,12754379.5056686,13004785.7734902,13216717.8628638,13279718.379574,25940147.4767417,26084387.8704612,26565327.1234834,26966951.0452913,27072929.4280677
410,2028,24233448.0562711,24650111.2540909,25471430.7768374,26079747.9607763,26285735.4770239,24020229.510531,24420465.9588179,25323667.1152176,25986602.6526368,26166547.0180072,48275808.871233,49094708.1412608,50787772.095206,52058288.0721512,52437579.269387
414,2028,1789602.9257373,1863584.07916738,2169736.36105842,2514781.0671238,2671815.12722283,2224518.9714188,2387726.20149554,2907471.85691922,3366483.05848728,3532135.69792328,4045747.89150882,4260890.53169664,5078890.41903731,5887401.36192746,6205627.11093981
417,2028,3516922.8672257,3602158.12654543,3778877.94185177,3915056.96337954,3957118.0766091,3429388.58561538,3514256.34319733,3692291.56991539,3834047.2582389,3871911.18997759,6945780.73537978,7120465.74085367,7473572.77936077,7745830.02268641,7826683.68084324
418,2028,3813202.27989799,3886600.36753293,4060772.22945265,4239817.60466586,4327541.14429651,3837895.99327969,3911320.75786401,4089076.72036634,4272267.55834028,4367939.27530103,7653568.13086562,7797839.8592154,8148728.84926115,8515468.4903399,8697540.06647759
422,2028,3533339.75632179,3628962.01608823,3981975.97547276,4342107.97095407,4448944.14829664,3602952.21039518,3715659.7792217,4078287.79090678,4446413.95888675,4547672.38724606,7137408.99629362,7343903.49212281,8065365.40395932,8786242.17905813,8985785.30023952
426,2028,1050323.88426801,1086200.83809524,1169365.53969856,1237985.72325846,1254051.03787504,1016188.13186109,1051881.31646114,1134878.65999582,1204734.29917213,1220967.76300151,2068726.8318363,2140534.57442734,2303834.48406777,2441667.82669344,2474492.82524043
428,2028,855407.607508301,869734.303134108,924648.69305414,973352.045635371,988923.630776727,729093.935354967,744362.794377466,799519.029179544,848705.827653945,862962.217939723,1585595.90087,1614614.00085258,1724811.6533594,1822023.7529484,1851273.27611471
430,2028,2957713.07412427,3022755.5609585,3195982.63814799,3320121.98018138,3357225.35293868,2999686.47562242,3071561.00600351,3246601.24206532,3375366.1224151,3413252.29812848,5958250.97358554,6096064.58749628,6441689.31256303,6694993.95339525,6770528.86235459
434,2028,3550877.46691274,3628518.27909647,3827843.44385073,3980519.18781299,4012094.87861073,3597241.61020835,3673612.39049399,3888107.30874966,4044119.11720155,4086437.43052031,7152712.33434671,7303660.72888551,7718183.9831485,8024248.11250127,8096881.46883146
440,2028,1156126.03897879,1173153.56066277,1242510.9414806,1312391.77892301,1334766.08405434,967199.879486333,985879.546685572,1054540.54900306,1128790.5757426,1148568.63835645,2123797.93390997,2159502.48032688,2297004.23418505,2443974.19436102,2484813.99122552
442,2028,298610.532917158,306120.695380097,334128.149038307,371263.338822649,380967.624616483,304241.007514913,311695.356475884,340038.679836143,378801.488682711,388510.320056629,602851.540432071,617790.395669526,674510.52843287,749973.052747002,768588.119072709
446,2028,336336.814964552,346250.532419806,389992.5850452,474712.986405829,518651.351624821,313376.886292589,323851.006738361,369815.980876325,463692.222436355,509776.576140019,649846.33672424,668932.177193215,759369.203242645,938632.272151505,1026207.17698345
450,2028,17243836.4345527,17371835.5118701,17792670.3861841,18206746.2882306,18357203.4358143,17164220.2467442,17308587.2256821,17741361.8044509,18148053.801947,18324400.1649347,34434805.2460965,34679130.5722333,35524877.400152,36348433.5206026,36667504.0883192
454,2028,11878617.5349945,12035870.3993489,12468524.3576239,12911361.632199,13018861.2353124,11545595.9264636,11706565.6320995,12162327.0265814,12610139.5081646,12710179.9300281,23398074.2601557,23735692.6960799,24633584.2138472,25509961.3813713,25715174.5077961
458,2028,16833162.327658,17069630.7039278,17761684.8790314,18474490.2394037,18746109.5515627,17564484.063879,17803335.7319164,18541766.6009008,19285253.7237839,19584167.040814,34407713.8422702,34858018.1113355,36306541.7152813,37760406.8004904,38331068.6023234
462,2028,225205.203187923,227073.04563823,238171.993983748,257832.89254305,267157.659174394,364736.149085453,367916.791285371,380081.429489374,400264.331103677,410798.119074469,589937.643201664,595101.22669811,618353.764115078,657961.948870089,678095.023448201
466,2028,12487563.7635595,12641993.0622156,13168595.1205493,13627429.4108203,13729600.4676429,12649243.8132102,12811013.0914758,13361384.1683206,13842503.6826993,13932201.5494377,25132209.7458106,25445349.1103603,26522377.6961063,27470327.4517013,27675081.0413545
470,2028,187957.637094386,192506.283210121,210226.089444603,230941.867593328,239760.610607997,188527.377508378,193387.414282506,211796.785695072,233802.060992691,242964.044509708,376471.347477072,386115.197138307,422017.386454551,464590.240863707,482374.852259751
474,2028,181168.945114083,186005.371724855,198768.449256328,208615.830653812,211626.303762959,151988.307098394,156316.926967953,169288.716605468,178952.771549521,181833.134806821,333047.518020583,342620.600108291,368066.60845807,387350.707855401,393165.440612442
478,2028,2788348.16142685,2822491.85318178,2916582.75995127,2991924.41542736,3011905.64139418,2821578.58848844,2856745.25470492,2951619.5280876,3034363.40741172,3054754.47050267,5608565.006992,5677036.87854009,5867726.18006137,6022879.53993357,6066455.64580308
480,2028,621515.909057145,630115.267447735,650665.257493782,670779.093251292,676300.232424526,593631.150653392,601906.97443466,623274.965743769,645028.114479607,651366.476956817,1215737.73905359,1232465.26482539,1273453.66446152,1315972.32967538,1326911.3769185
484,2028,69146913.9006002,69844280.7028476,71695005.0051347,73771002.5404825,74377068.0217831,66251875.2368985,66914630.1686981,68779713.563956,70940289.1681968,71572587.4550052,135355924.458734,136740117.19887,140469085.892564,144694696.271289,145942379.874437
